Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
30,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,680,High,Female,High,1,Research Scientist,High,Divorced,2083,Outstanding,High,1,Better,0
53,No,Travel_Rarely,Sales,1,Below College,Medical,682,Very High,Female,High,2,Sales Executive,Low,Single,8381,Outstanding,Very High,18,Best,8
34,No,Travel_Rarely,Research & Development,1,Doctor,Life Sciences,683,Medium,Male,High,1,Research Scientist,Very High,Married,2691,Excellent,Very High,10,Good,8
45,Yes,Travel_Frequently,Sales,26,Master,Life Sciences,684,Low,Female,High,2,Sales Executive,Low,Married,4286,Excellent,Very High,5,Better,0
26,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,686,High,Female,High,1,Laboratory Technician,Very High,Married,2659,Excellent,High,3,Better,0
37,No,Travel_Rarely,Research & Development,3,Bachelor,Other,689,High,Male,High,3,Manufacturing Director,High,Married,9434,Excellent,High,10,Better,7
29,No,Travel_Rarely,Sales,3,College,Medical,690,Medium,Female,High,2,Sales Executive,High,Married,5561,Excellent,Low,6,Good,1
35,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,691,Medium,Male,Low,2,Research Scientist,Very High,Single,6646,Excellent,Medium,17,Better,11
33,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,692,High,Male,High,2,Healthcare Representative,Very High,Divorced,7725,Outstanding,High,15,Bad,4
54,No,Travel_Rarely,Human Resources,19,Master,Medical,698,High,Male,High,3,Human Resources,Medium,Married,10725,Excellent,High,16,Best,7
36,No,Travel_Rarely,Research & Development,9,College,Medical,699,Medium,Male,Medium,2,Manufacturing Director,Medium,Divorced,8847,Excellent,High,13,Better,0
27,No,Travel_Rarely,Research & Development,3,Master,Medical,700,Low,Male,Medium,1,Research Scientist,Very High,Single,2045,Excellent,Very High,5,Better,1
20,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,701,Very High,Male,High,1,Research Scientist,High,Single,1009,Excellent,Very High,1,Better,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,702,Low,Male,High,1,Research Scientist,Low,Single,3348,Excellent,Low,10,Better,9
35,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,704,High,Male,Medium,1,Laboratory Technician,High,Married,1281,Excellent,High,1,Better,0
23,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,705,Low,Male,Very High,1,Research Scientist,Low,Married,2819,Excellent,Low,5,Best,0
25,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,707,Very High,Male,Very High,2,Sales Executive,Medium,Married,4851,Outstanding,High,4,Better,1
38,No,Travel_Rarely,Sales,7,Master,Marketing,709,Very High,Female,Medium,2,Sales Executive,Very High,Single,4028,Outstanding,Low,8,Better,0
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,710,Medium,Male,Low,1,Research Scientist,Very High,Divorced,2720,Excellent,Very High,10,Better,2
48,No,Travel_Rarely,Sales,2,Below College,Marketing,712,Medium,Male,Very High,2,Sales Executive,Medium,Married,8120,Excellent,Very High,12,Better,2
27,No,Travel_Frequently,Sales,3,Below College,Medical,714,Very High,Female,Very High,2,Sales Executive,Very High,Divorced,4647,Outstanding,Medium,6,Better,0
37,No,Travel_Rarely,Research & Development,10,College,Life Sciences,715,Very High,Male,Very High,1,Research Scientist,Very High,Single,4680,Excellent,Low,4,Better,0
50,No,Travel_Rarely,Research & Development,28,Below College,Medical,716,Very High,Male,Very High,1,Laboratory Technician,High,Married,3221,Excellent,High,20,Better,3
34,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,717,Very High,Female,Medium,3,Healthcare Representative,Medium,Single,8621,Excellent,Medium,9,Best,7
24,Yes,Travel_Rarely,Sales,3,College,Life Sciences,720,Low,Female,High,2,Sales Executive,High,Single,4577,Excellent,Low,4,Better,2
39,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,721,Very High,Female,Medium,2,Healthcare Representative,High,Single,4553,Excellent,Low,20,Better,11
32,No,Travel_Rarely,Sales,10,Bachelor,Marketing,722,Very High,Male,High,2,Sales Executive,Very High,Single,5396,Excellent,Very High,10,Good,0
50,Yes,Travel_Frequently,Sales,8,College,Technical Degree,723,Medium,Male,High,2,Sales Executive,High,Married,6796,Excellent,Low,18,Better,1
38,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,724,Medium,Female,Very High,2,Healthcare Representative,Very High,Single,7625,Excellent,High,10,Good,1
27,No,Travel_Rarely,Research & Development,1,College,Life Sciences,725,High,Female,High,3,Manufacturing Director,Low,Married,7412,Excellent,Very High,9,Better,0
32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,727,High,Female,High,3,Research Director,Very High,Single,11159,Excellent,Very High,10,Better,7
47,No,Travel_Rarely,Sales,14,Master,Marketing,728,Very High,Male,High,2,Sales Executive,Low,Single,4960,Excellent,Very High,20,Better,1
40,No,Travel_Frequently,Sales,5,Master,Life Sciences,729,Very High,Male,Medium,3,Sales Executive,Low,Married,10475,Outstanding,High,20,Better,1
53,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,730,High,Male,Very High,4,Research Director,High,Married,14814,Excellent,High,32,Better,1
41,No,Travel_Rarely,Human Resources,10,Master,Human Resources,731,Medium,Male,Medium,5,Manager,Very High,Divorced,19141,Excellent,Medium,23,Good,12
60,No,Travel_Rarely,Sales,16,Master,Marketing,732,Low,Male,High,2,Sales Executive,Low,Single,5405,Excellent,Very High,10,Better,2
27,No,Travel_Frequently,Research & Development,10,College,Life Sciences,733,Very High,Male,High,3,Manufacturing Director,Low,Divorced,8793,Outstanding,High,9,Good,1
41,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,734,Very High,Male,Medium,5,Manager,High,Married,19189,Excellent,Medium,22,Better,2
50,No,Travel_Rarely,Sales,8,Master,Marketing,738,Very High,Male,High,1,Sales Representative,Medium,Married,3875,Excellent,Very High,4,Better,2
28,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,741,Low,Female,Low,1,Research Scientist,Medium,Single,2216,Excellent,Very High,10,Better,3
36,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,742,Low,Female,Very High,3,Research Director,Low,Married,11713,Excellent,Low,10,Better,0
38,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,743,High,Female,High,3,Manufacturing Director,High,Single,7861,Excellent,Very High,10,Best,0
44,No,Non-Travel,Research & Development,24,Bachelor,Medical,744,Low,Male,Low,1,Laboratory Technician,High,Single,3708,Excellent,High,9,Better,1
47,No,Travel_Frequently,Sales,3,Bachelor,Medical,746,Very High,Female,High,4,Sales Executive,High,Divorced,13770,Excellent,Very High,28,Good,11
30,No,Travel_Rarely,Sales,27,Doctor,Marketing,747,High,Male,High,2,Sales Executive,Very High,Divorced,5304,Outstanding,Very High,10,Good,7
29,No,Travel_Rarely,Sales,10,Bachelor,Life Sciences,749,High,Male,High,1,Sales Representative,High,Single,2642,Excellent,High,1,Better,0
42,Yes,Travel_Frequently,Research & Development,19,Bachelor,Medical,752,High,Male,Very High,1,Research Scientist,High,Divorced,2759,Excellent,Very High,7,Better,2
43,No,Travel_Frequently,Sales,15,Bachelor,Life Sciences,754,Very High,Male,Medium,2,Sales Executive,Very High,Married,6804,Excellent,High,7,Better,2
34,No,Travel_Rarely,Research & Development,8,College,Medical,757,Medium,Female,High,2,Healthcare Representative,High,Single,6142,Excellent,Very High,10,Better,4
23,No,Travel_Rarely,Research & Development,9,Below College,Medical,758,Medium,Male,High,1,Laboratory Technician,Low,Married,2500,Excellent,Very High,5,Best,0
39,No,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,760,High,Female,Very High,2,Human Resources,Medium,Married,6389,Excellent,High,12,Bad,3
56,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,762,High,Male,High,4,Healthcare Representative,Very High,Married,11103,Excellent,High,30,Good,1
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,763,Very High,Female,Medium,1,Research Scientist,Very High,Single,2342,Outstanding,Very High,5,Good,2
27,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,764,Very High,Female,Medium,2,Healthcare Representative,Low,Single,6811,Excellent,Low,9,Bad,0
29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,766,Very High,Male,High,1,Sales Representative,Medium,Divorced,2297,Excellent,Very High,2,Better,2
53,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,769,Very High,Male,High,2,Laboratory Technician,Very High,Single,2450,Excellent,Very High,19,Better,2
35,No,Non-Travel,Research & Development,2,Master,Life Sciences,771,Very High,Female,High,2,Healthcare Representative,Low,Divorced,5093,Excellent,Low,16,Best,0
32,No,Travel_Frequently,Research & Development,24,Master,Life Sciences,772,Low,Male,High,2,Laboratory Technician,Very High,Married,5309,Excellent,Very High,10,Better,4
38,No,Travel_Rarely,Research & Development,2,Doctor,Medical,773,Very High,Male,High,1,Research Scientist,High,Married,3057,Excellent,Medium,6,Bad,0
34,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,775,Medium,Female,High,2,Manufacturing Director,Low,Divorced,5121,Excellent,High,7,Better,0
52,No,Travel_Rarely,Sales,3,Master,Marketing,776,High,Male,Medium,4,Manager,Low,Married,16856,Excellent,Low,34,Best,1
33,Yes,Travel_Rarely,Research & Development,1,Master,Other,780,Very High,Male,High,1,Research Scientist,Very High,Single,2686,Excellent,High,10,Good,7
25,No,Travel_Rarely,Sales,26,Below College,Medical,781,High,Female,High,2,Sales Executive,Very High,Single,6180,Outstanding,Medium,6,Good,1
45,No,Travel_Rarely,Sales,2,College,Technical Degree,783,Medium,Male,Low,2,Sales Representative,High,Single,6632,Excellent,Low,9,Better,3
23,No,Travel_Rarely,Research & Development,10,Below College,Medical,784,Low,Male,Very High,1,Research Scientist,High,Single,3505,Excellent,Very High,2,Better,0
47,Yes,Travel_Frequently,Sales,27,College,Life Sciences,785,Medium,Female,Very High,2,Sales Executive,High,Single,6397,Excellent,Very High,8,Better,1
34,No,Travel_Rarely,Sales,2,Bachelor,Other,786,Very High,Male,High,2,Sales Executive,Very High,Single,6274,Outstanding,High,6,Better,1
55,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,787,Very High,Male,High,5,Manager,Low,Married,19859,Excellent,Very High,24,Better,1
36,No,Non-Travel,Sales,8,Master,Life Sciences,789,Low,Male,Medium,3,Sales Executive,Low,Single,7587,Excellent,Medium,10,Better,0
52,No,Non-Travel,Research & Development,19,Master,Medical,791,Very High,Male,High,1,Research Scientist,Very High,Married,4258,Excellent,Low,5,Better,1
26,No,Travel_Frequently,Research & Development,1,College,Life Sciences,792,Low,Female,Low,1,Laboratory Technician,Very High,Divorced,4364,Excellent,Low,5,Better,2
29,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,793,Medium,Female,High,2,Healthcare Representative,High,Married,4335,Excellent,Low,11,Good,1
26,Yes,Travel_Rarely,Sales,8,Bachelor,Technical Degree,796,Very High,Male,Medium,2,Sales Executive,Low,Single,5326,Excellent,High,6,Good,1
34,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,797,Medium,Female,Very High,1,Research Scientist,Very High,Single,3280,Excellent,High,10,Better,1
54,No,Travel_Rarely,Research & Development,19,Master,Medical,799,Very High,Female,High,2,Manufacturing Director,Low,Divorced,5485,Excellent,Medium,9,Better,1
27,No,Travel_Frequently,Sales,8,Below College,Marketing,800,High,Male,High,2,Sales Executive,Very High,Married,4342,Excellent,Medium,5,Better,1
37,No,Travel_Rarely,Research & Development,10,Below College,Life Sciences,802,Very High,Female,High,1,Research Scientist,Low,Divorced,2782,Excellent,Medium,6,Good,4
38,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,803,Low,Female,Very High,2,Manufacturing Director,Low,Single,5980,Excellent,Very High,17,Better,4
34,No,Travel_Rarely,Research & Development,2,Master,Medical,804,High,Female,Medium,1,Research Scientist,Low,Single,4381,Excellent,High,6,Better,1
35,No,Travel_Rarely,Sales,8,Master,Life Sciences,805,Low,Female,High,1,Sales Representative,Very High,Married,2572,Excellent,Medium,3,Good,0
30,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,806,Very High,Male,Low,1,Laboratory Technician,High,Married,3833,Outstanding,High,7,Better,0
40,No,Travel_Frequently,Research & Development,2,College,Medical,807,High,Female,Very High,2,Healthcare Representative,Medium,Married,4244,Outstanding,Very High,8,Better,3
34,No,Travel_Rarely,Sales,8,College,Life Sciences,808,High,Female,High,2,Sales Executive,Low,Married,6500,Excellent,Medium,6,Better,1
42,No,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,809,Medium,Male,High,5,Manager,Very High,Divorced,18430,Excellent,Medium,24,Good,14
23,Yes,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,811,High,Male,Very High,1,Laboratory Technician,Low,Married,1601,Outstanding,High,1,Better,0
24,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,812,High,Male,Medium,1,Laboratory Technician,Medium,Divorced,2694,Excellent,High,1,Better,0
52,No,Travel_Rarely,Research & Development,11,Master,Life Sciences,813,Very High,Female,High,2,Laboratory Technician,High,Married,3149,Outstanding,Medium,9,Better,1
50,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,815,High,Male,High,4,Research Director,High,Married,17639,Excellent,Very High,30,Better,0
29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,816,Medium,Female,Medium,1,Laboratory Technician,Low,Married,2319,Excellent,Very High,1,Better,0
33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,817,High,Male,High,3,Research Director,High,Married,11691,Excellent,Very High,14,Best,3
33,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,819,Low,Female,High,2,Sales Executive,Low,Single,5324,Excellent,High,6,Better,0
47,No,Travel_Rarely,Research & Development,2,College,Other,820,High,Female,High,4,Manager,Very High,Married,16752,Excellent,High,26,Good,3
36,No,Travel_Rarely,Research & Development,1,Bachelor,Other,823,High,Female,High,2,Manufacturing Director,Medium,Married,5228,Excellent,Low,10,Better,0
29,No,Travel_Rarely,Research & Development,23,College,Life Sciences,824,High,Male,Very High,1,Research Scientist,High,Married,2700,Outstanding,High,10,Better,0
58,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,825,Very High,Male,High,5,Research Director,Medium,Single,19246,Excellent,Very High,40,Better,13
35,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,826,Very High,Female,Very High,1,Research Scientist,High,Single,2506,Excellent,High,7,Better,2
42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,827,Very High,Female,Medium,2,Manufacturing Director,Very High,Married,6062,Excellent,Very High,8,Better,0
28,Yes,Travel_Rarely,Research & Development,2,Master,Medical,828,High,Male,High,1,Research Scientist,High,Single,4382,Excellent,Very High,5,Good,2
36,No,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,829,High,Male,High,1,Human Resources,Medium,Married,2143,Excellent,Medium,8,Better,0
32,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,830,High,Female,Medium,2,Manufacturing Director,High,Married,6162,Excellent,High,14,Better,6
40,No,Travel_Frequently,Research & Development,16,Master,Medical,832,Low,Male,Medium,2,Laboratory Technician,High,Single,5094,Excellent,Very High,10,Better,0
30,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,833,High,Female,Medium,2,Manufacturing Director,Very High,Single,6877,Outstanding,Medium,12,Good,0
45,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,834,Medium,Female,Medium,1,Research Scientist,High,Single,2274,Excellent,Very High,1,Better,0
42,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,836,Medium,Male,High,2,Manufacturing Director,Medium,Married,4434,Excellent,Very High,10,Good,7
38,No,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,837,Low,Male,Medium,2,Healthcare Representative,Low,Divorced,6288,Excellent,High,13,Good,1
34,No,Travel_Frequently,Research & Development,16,Master,Life Sciences,838,High,Female,Medium,1,Research Scientist,Very High,Single,2553,Excellent,High,6,Better,1
49,Yes,Travel_Rarely,Sales,11,Bachelor,Marketing,840,High,Female,High,3,Sales Executive,Very High,Married,7654,Excellent,Low,9,Best,7
55,Yes,Travel_Rarely,Sales,2,Below College,Medical,842,High,Male,High,2,Sales Executive,Very High,Single,5160,Excellent,High,12,Good,7
43,No,Travel_Rarely,Research & Development,14,College,Life Sciences,843,Medium,Male,High,4,Research Director,Low,Married,17159,Outstanding,High,22,Better,1
27,No,Travel_Rarely,Research & Development,5,Below College,Technical Degree,844,High,Male,Medium,3,Research Director,Very High,Divorced,12808,Excellent,Medium,9,Better,0
35,No,Travel_Rarely,Research & Development,7,Bachelor,Other,845,High,Male,High,3,Manufacturing Director,High,Single,10221,Outstanding,Medium,17,Best,1
28,No,Travel_Rarely,Sales,2,Master,Marketing,846,Medium,Female,High,2,Sales Executive,Medium,Married,4779,Outstanding,Low,8,Better,7
34,No,Travel_Rarely,Human Resources,3,College,Human Resources,847,High,Male,High,1,Human Resources,Very High,Married,3737,Excellent,High,4,Bad,0
26,Yes,Travel_Frequently,Research & Development,5,College,Medical,848,High,Female,Medium,1,Research Scientist,High,Married,2366,Excellent,Low,8,Better,1
27,No,Non-Travel,Research & Development,3,Bachelor,Medical,850,Very High,Male,High,1,Research Scientist,Very High,Married,1706,Excellent,High,0,Good,0
